"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S258","2025-10-02 14:19:37",17.4120166666667,"false","Woman",26,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"Never",1,2,3,3,3,1,5,5,3,4,1,1,3,6,5,5,4,2,1,3,1,5.5,4.5,2.5,1,2.5,2,3,-97,54,50,53,19,-47,-53,-98,8,1,2,3,1,1,1,1,1,2,2,2,2,4,1,2,1,1,2,1,1,2,1.65,1,0.666666666666667
"S241","2025-10-02 14:17:16",19.6119166666667,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per week",2,2,3,4,3,2,5,5,3,3,4,1,4,6,5,4,4,3,1,2,1,5,4.5,3.5,2.5,2.25,2.5,3.375,-73,50,41,-79,-85,-100,61,53,4,1,4,1,3,3,3,2,1,4,4,4,2,4,1,4,1,4,5,3,1,4,2.9,1,0.666666666666667
"S242","2025-10-02 14:17:17",35.6876833333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,1,"A few times per week",2,4,4,4,2,6,5,6,2,6,1,1,2,6,4,0,2,0,1,2,0,3,3,1,1,2,2,2,-24,46,-35,27,-28,-16,32,-19,5,1,1,2,2,1,2,1,1,1,4,4,4,5,1,2,1,5,5,1,1,2,2.3,1,0.666666666666667
"S165","2025-10-01 11:20:11",26.0942,"false","Woman",19,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,1,"A few times per month",2,2,1,4,3,3,4,5,2,1,5,1,1,5,1,3,4,5,2,2,1,4,2.5,3,3.5,1.75,2,2.79166666666667,-14,12,-90,13,-21,-100,23,-15,5,1,4,3,3,1,2,3,2,4,4,4,4,4,1,4,1,4,4,2,1,2,2.85,1,0.444444444444444
"S007","2025-09-29 13:19:05",26.25595,"false","Woman",23,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,NA,1,NA,NA,NA,NA,1,"A few times per month",1,4,3,5,1,5,6,6,3,4,1,1,1,1,3,1,2,2,0,1,0,1,2.5,1.5,0.5,1.25,2,1.45833333333333,-74,51,49,-67,-20,-73,30,10,4,3,1,4,1,1,3,1,1,5,2,3,2,4,1,4,3,2,3,1,1,2,2.35,1,0.777777777777778
"S026","2025-09-29 13:20:42",24.8225666666667,"false","Woman",24,"Heterosexual","White","More attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,1,"A few times per day",0,3,3,1,6,1,4,4,3,6,0,1,4,3,4,5,3,0,2,5,2,4,3.5,2,1,4,1.5,2.66666666666667,-100,100,-15,-100,-50,-100,29,-56,4,1,2,1,1,2,3,1,1,3,4,1,5,4,1,2,3,5,3,1,1,3,2.35,1,0.888888888888889
"S076","2025-09-30 16:14:37",29.2553666666667,"false","Woman",21,"Heterosexual","White","More attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,"A few times per week",2,4,3,5,5,3,6,5,4,5,2,1,3,5,4,3,2,1,0,1,1,4,3,2,1,2.5,3,2.58333333333333,-50,60,-35,-45,20,-30,40,-50,5,3,2,4,3,2,3,2,2,4,4,4,5,4,1,5,3,4,3,3,1,5,3.3,1,1
"S108","2025-09-30 16:24:24",22.463,"false","Woman",19,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",0,4,0,4,1,1,6,5,2,3,0,1,3,6,6,5,2,3,0,2,1,5.5,4,3,0,1,1,2.41666666666667,51,-26,-16,20,-34,-12,11,54,2,3,3,4,3,4,3,2,2,4,4,2,4,3,1,4,4,1,1,3,2,5,3.05,1,1
"S140","2025-10-01 11:13:27",20.4420666666667,"false","Woman",19,"Heterosexual","Middle Eastern/North African","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",3,3,3,4,4,3,5,5,3,3,2,0,2,4,3,3,3,3,1,2,1,3.5,3,2.5,1.5,2.5,3,2.66666666666667,-11,14,-17,7,8,12,20,9,4,3,3,5,2,4,3,3,3,3,4,4,4,4,0,4,4,2,4,3,3,2,3.35,0,0.555555555555556
"S116","2025-09-30 18:18:09",37.5118166666667,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",1,4,4,3,4,2,4,3,4,4,1,0,3,5,4,4,2,2,2,3,3,4.5,3,2.5,1.5,3.5,2.5,2.91666666666667,-68,-36,65,40,-20,-38,35,72,4,4,3,3,2,4,2,3,2,4,4,4,4,4,0,2,3,3,3,2,2,3,3.05,0,0.666666666666667
"S031","2025-09-29 13:22:04",20.25755,"false","Woman",37,"Homosexual","Mixed","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per month",3,1,1,6,1,0,3,6,4,3,3,1,3,6,6,6,5,3,3,0,0,6,5.5,3,3,0.5,3.5,3.58333333333333,-100,-100,-100,100,-71,41,100,100,2,4,2,4,2,3,4,3,3,2,3,4,4,4,1,3,2,4,4,3,3,3,3.2,1,0.888888888888889
"S113","2025-09-30 18:03:09",37.1147833333333,"false","Man",19,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",2,4,2,5,3,4,6,6,2,5,0,0,2,3,3,2,2,1,0,1,0,2.5,2.5,1.5,0,1.5,2,1.66666666666667,-71,25,70,0,10,-80,65,-90,6,1,1,5,3,1,4,1,2,1,4,3,4,4,1,5,1,4,4,1,1,5,2.75,0.5,1
"S092","2025-09-30 16:15:07",27.2739166666667,"false","Woman",20,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,"I feel like the labels ""fake news"" and ""real news"" should be switched to real and fake headline because they could be real headlines but fake news and that is confusing. ",3,"A few times per month",4,5,3,5,3,2,6,6,4,4,0,1,2,4,4,4,1,2,0,1,0,4,2.5,2,0,1.75,4,2.375,-90,90,90,-80,30,10,-80,-10,6,2,2,5,4,4,4,1,2,3,4,2,2,2,1,3,1,1,4,2,2,4,2.7,1,1
"S154","2025-10-01 11:19:38",31.8387166666667,"false","Woman",19,"Heterosexual","Black","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,5,"A few times per month",2,5,4,4,6,5,2,3,3,4,6,0,6,6,5,1,1,2,4,2,3,3.5,3,4,5,3.75,2.5,3.625,47,-10,25,-12,48,8,10,57,2,3,3,5,3,3,3,1,3,5,4,1,5,5,0,1,3,2,3,3,3,4,3.15,0,0.888888888888889
